Date,Inverted Position,Trend, Inverted Position
2023-09-26,4.0,zakarpaciu,
2023-09-26,3.0,pozamiatała,
2023-09-26,2.0,Żądam,
2023-09-26,1.0,scholza,
2023-09-26,50.0,Gargamel,
2023-09-26,49.0,#kopertakaczynskiego,
2023-09-26,48.0,SS Galizien,
2023-09-26,47.0,Stuu,
2023-09-26,46.0,Kanadzie,
2023-09-26,45.0,#famefridayarena2,
2023-09-26,44.0,pani dominiko,
2023-09-26,43.0,#PiStoKorupcja,
2023-09-26,42.0,Latarnik Wyborczy,
2023-09-26,41.0,Kanady,
2023-09-26,40.0,#jazdababy,
2023-09-26,39.0,Waffen SS,
2023-09-26,38.0,#wrolub,
2023-09-26,37.0,Apache,
2023-09-26,36.0,kraśniku,
2023-09-26,35.0,obwe,
2023-09-26,34.0,Pani Ewa,
2023-09-26,33.0,Baku,
2023-09-26,32.0,w brukseli,
2023-09-26,31.0,Trudeau,
2023-09-26,30.0,Wardęga,
2023-09-26,29.0,Ugandy,
2023-09-26,28.0,Cosic,
2023-09-26,27.0,rosołek,
2023-09-26,26.0,Słowacją,
2023-09-26,25.0,Kuby,
2023-09-26,24.0,włoszki,
2023-09-26,23.0,Oscara,
2023-09-26,22.0,Ugandzie,
2023-09-26,21.0,Zajączkowska,
2023-09-26,20.0,Budka,
2023-09-26,19.0,Paryża,
2023-09-26,18.0,Carlo,
2023-09-26,17.0,Nami,
2023-09-26,16.0,żukowska,
2023-09-26,15.0,kszo,
2023-09-26,14.0,Andersa,
2023-09-26,13.0,igrzyska olimpijskie,
2023-09-26,12.0,kampali,
2023-09-26,11.0,ibcs,
2023-09-26,10.0,zapach,
2023-09-26,9.0,Hunka,
2023-09-26,8.0,Eliza,
2023-09-26,7.0,strzałek,
2023-09-26,6.0,Dąbrowie Górniczej,
2023-09-26,5.0,SS-mana,
2023-09-26,4.0,Żądam,
2023-09-26,3.0,Konfederacji,
2023-09-26,2.0,zakarpaciu,
2023-09-26,1.0,pozamiatała,
2023-09-26,50.0,Gargamel,
2023-09-26,49.0,#KopertaKaczynskiego,
2023-09-26,48.0,Kanadzie,
2023-09-26,47.0,SS Galizien,
2023-09-26,46.0,Stuu,
2023-09-26,45.0,#famefridayarena2,
2023-09-26,44.0,Pani Dominiko,
2023-09-26,43.0,#PiStoKorupcja,
2023-09-26,42.0,Latarnik Wyborczy,
2023-09-26,41.0,Kanady,
2023-09-26,40.0,#jazdababy,
2023-09-26,39.0,Waffen SS,
2023-09-26,38.0,#wrolub,
2023-09-26,37.0,Apache,
2023-09-26,36.0,Kraśniku,
2023-09-26,35.0,obwe,
2023-09-26,34.0,Pani Ewa,
2023-09-26,33.0,Baku,
2023-09-26,32.0,W Brukseli,
2023-09-26,31.0,Trudeau,
2023-09-26,30.0,Wardęga,
2023-09-26,29.0,Słowacją,
2023-09-26,28.0,Dogtown,
2023-09-26,27.0,Ugandy,
2023-09-26,26.0,Cosic,
2023-09-26,25.0,rosołek,
2023-09-26,24.0,Kuby,
2023-09-26,23.0,włoszki,
2023-09-26,22.0,Oscara,
2023-09-26,21.0,Ugandzie,
2023-09-26,20.0,Zajączkowska,
2023-09-26,19.0,Bartek,
2023-09-26,18.0,Budka,
2023-09-26,17.0,Paryża,
2023-09-26,16.0,Carlo,
2023-09-26,15.0,Nami,
2023-09-26,14.0,Żukowska,
2023-09-26,13.0,Lockheed Martin,
2023-09-26,12.0,kszo,
2023-09-26,11.0,Kuba,
2023-09-26,10.0,Andersa,
2023-09-26,9.0,igrzyska olimpijskie,
2023-09-26,8.0,kampali,
2023-09-26,7.0,IBCS,
2023-09-26,6.0,Zapach,
2023-09-26,5.0,Hunka,
2023-09-26,4.0,Eliza,
2023-09-26,3.0,Nieoficjalnie,
2023-09-26,2.0,strzałek,
2023-09-26,1.0,Dąbrowie Górniczej,
2023-09-26,50.0,Gargamel,
2023-09-26,49.0,#KopertaKaczynskiego,
2023-09-26,48.0,Kanadzie,
2023-09-26,47.0,SS Galizien,
2023-09-26,46.0,Stuu,
2023-09-26,45.0,#famefridayarena2,
2023-09-26,44.0,Pani Dominiko,
2023-09-26,43.0,Kanady,
2023-09-26,42.0,#PiStoKorupcja,
2023-09-26,41.0,Latarnik Wyborczy,
2023-09-26,40.0,#jazdababy,
2023-09-26,39.0,Waffen SS,
2023-09-26,38.0,#wrolub,
2023-09-26,37.0,Bartek,
2023-09-26,36.0,Apache,
2023-09-26,35.0,Kraśniku,
2023-09-26,34.0,OBWE,
2023-09-26,33.0,Pani Ewa,
2023-09-26,32.0,Baku,
2023-09-26,31.0,Trudeau,
2023-09-26,30.0,W Brukseli,
2023-09-26,29.0,Kuby,
2023-09-26,28.0,Słowacją,
2023-09-26,27.0,Dogtown,
2023-09-26,26.0,Wardęga,
2023-09-26,25.0,Ugandy,
2023-09-26,24.0,Cosic,
2023-09-26,23.0,rosołek,
2023-09-26,22.0,włoszki,
2023-09-26,21.0,Oscara,
2023-09-26,20.0,Ugandzie,
2023-09-26,19.0,Zajączkowska,
2023-09-26,18.0,Budka,
2023-09-26,17.0,Paryża,
2023-09-26,16.0,Carlo,
2023-09-26,15.0,Nami,
2023-09-26,14.0,Żukowska,
2023-09-26,13.0,Lockheed Martin,
2023-09-26,12.0,Andersa,
2023-09-26,11.0,KSZO,
2023-09-26,10.0,Kuba,
2023-09-26,9.0,igrzyska olimpijskie,
2023-09-26,8.0,kampali,
2023-09-26,7.0,IBCS,
2023-09-26,6.0,Zapach,
2023-09-26,5.0,Hunka,
2023-09-26,4.0,Eliza,
2023-09-26,3.0,Nieoficjalnie,
2023-09-26,2.0,strzałek,
2023-09-26,1.0,Dąbrowie Górniczej,
2023-09-26,50.0,Gargamel,
2023-09-26,49.0,#KopertaKaczynskiego,
2023-09-26,48.0,SS Galizien,
2023-09-26,47.0,Kanadzie,
2023-09-26,46.0,Stuu,
2023-09-26,45.0,#famefridayarena2,
2023-09-26,44.0,Pani Dominiko,
2023-09-26,43.0,Kanady,
2023-09-26,42.0,#PiStoKorupcja,
2023-09-26,41.0,Latarnik Wyborczy,
2023-09-26,40.0,#jazdababy,
2023-09-26,39.0,Waffen SS,
2023-09-26,38.0,#WROLUB,
2023-09-26,37.0,Bartek,
2023-09-26,36.0,Apache,
2023-09-26,35.0,Kraśniku,
2023-09-26,34.0,OBWE,
2023-09-26,33.0,Pani Ewa,
2023-09-26,32.0,Baku,
2023-09-26,31.0,Trudeau,
2023-09-26,30.0,W Brukseli,
2023-09-26,29.0,Słowacją,
2023-09-26,28.0,Ugandy,
2023-09-26,27.0,Cosic,
2023-09-26,26.0,rosołek,
2023-09-26,25.0,włoszki,
2023-09-26,24.0,Oscara,
2023-09-26,23.0,Ugandzie,
2023-09-26,22.0,Zajączkowska,
2023-09-26,21.0,Dogtown,
2023-09-26,20.0,Budka,
2023-09-26,19.0,Kuby,
2023-09-26,18.0,Paryża,
2023-09-26,17.0,Carlo,
2023-09-26,16.0,Nami,
2023-09-26,15.0,Żukowska,
2023-09-26,14.0,Lockheed Martin,
2023-09-26,13.0,Andersa,
2023-09-26,12.0,KSZO,
2023-09-26,11.0,Wardęga,
2023-09-26,10.0,igrzyska olimpijskie,
2023-09-26,9.0,kampali,
2023-09-26,8.0,IBCS,
2023-09-26,7.0,Zapach,
2023-09-26,6.0,Hunka,
2023-09-26,5.0,Eliza,
2023-09-26,4.0,Nieoficjalnie,
2023-09-26,3.0,strzałek,
2023-09-26,2.0,Dąbrowie Górniczej,
2023-09-26,1.0,SS-mana,
2023-09-25,50.0,#famefridayarena2,
2023-09-25,49.0,Gargamel,
2023-09-25,48.0,Kanadzie,
2023-09-25,47.0,#KopertaKaczynskiego,
2023-09-25,46.0,SS Galizien,
2023-09-25,45.0,Stuu,
2023-09-25,44.0,#wtylewizji,
2023-09-25,43.0,Kanady,
2023-09-25,42.0,#AtletiRealMadrid,
2023-09-25,41.0,Pani Dominiko,
2023-09-25,40.0,#PiStoKorupcja,
2023-09-25,39.0,Latarnik Wyborczy,
2023-09-25,38.0,Waffen SS,
2023-09-25,37.0,Apache,
2023-09-25,36.0,Pani Ewa,
2023-09-25,35.0,Kraśniku,
2023-09-25,34.0,OBWE,
2023-09-25,33.0,Baku,
2023-09-25,32.0,W Brukseli,
2023-09-25,31.0,Ugandy,
2023-09-25,30.0,Trudeau,
2023-09-25,29.0,Paryża,
2023-09-25,28.0,Słowacją,
2023-09-25,27.0,Cosic,
2023-09-25,26.0,Otwocku,
2023-09-25,25.0,Zajączkowska,
2023-09-25,24.0,rosołek,
2023-09-25,23.0,brawo dziewczyny,
2023-09-25,22.0,Oscara,
2023-09-25,21.0,Ugandzie,
2023-09-25,20.0,włoszki,
2023-09-25,19.0,brawo polki,
2023-09-25,18.0,Eliza,
2023-09-25,17.0,Budka,
2023-09-25,16.0,włoszek,
2023-09-25,15.0,Carlo,
2023-09-25,14.0,Dąbrowie Górniczej,
2023-09-25,13.0,sawicz,
2023-09-25,12.0,Żukowska,
2023-09-25,11.0,Nami,
2023-09-25,10.0,Andersa,
2023-09-25,9.0,Hunka,
2023-09-25,8.0,Zapach,
2023-09-25,7.0,Lockheed Martin,
2023-09-25,6.0,Niemczech,
2023-09-25,5.0,SS-mana,
2023-09-25,4.0,Boxdel,
2023-09-25,3.0,KSZO,
2023-09-25,2.0,Łucji,
2023-09-25,1.0,Igrzyska Olimpijskie,
2023-09-25,50.0,#famefridayarena2,
2023-09-25,49.0,Kanadzie,
2023-09-25,48.0,#KopertaKaczynskiego,
2023-09-25,47.0,SS Galizien,
2023-09-25,46.0,#mjakmiłość,
2023-09-25,45.0,#jazdababy,
2023-09-25,44.0,Kanady,
2023-09-25,43.0,Stuu,
2023-09-25,42.0,#AtletiRealMadrid,
2023-09-25,41.0,Latarnik Wyborczy,
2023-09-25,40.0,Pani Dominiko,
2023-09-25,39.0,Waffen SS,
2023-09-25,38.0,Apache,
2023-09-25,37.0,Pani Ewa,
2023-09-25,36.0,Holland,
2023-09-25,35.0,Otwocku,
2023-09-25,34.0,Kraśniku,
2023-09-25,33.0,OBWE,
2023-09-25,32.0,Baku,
2023-09-25,31.0,W Brukseli,
2023-09-25,30.0,Ugandy,
2023-09-25,29.0,Trudeau,
2023-09-25,28.0,Słowacją,
2023-09-25,27.0,Paryża,
2023-09-25,26.0,Oscara,
2023-09-25,25.0,Cosic,
2023-09-25,24.0,Zajączkowska,
2023-09-25,23.0,rosołek,
2023-09-25,22.0,brawo dziewczyny,
2023-09-25,21.0,Ugandzie,
2023-09-25,20.0,włoszki,
2023-09-25,19.0,brawo polki,
2023-09-25,18.0,IBCS,
2023-09-25,17.0,Budka,
2023-09-25,16.0,włoszek,
2023-09-25,15.0,Carlo,
2023-09-25,14.0,Andersa,
2023-09-25,13.0,Dąbrowie Górniczej,
2023-09-25,12.0,Żukowska,
2023-09-25,11.0,sawicz,
2023-09-25,10.0,Nami,
2023-09-25,9.0,Hunka,
2023-09-25,8.0,Zapach,
2023-09-25,7.0,Lockheed Martin,
2023-09-25,6.0,SS-mana,
2023-09-25,5.0,Gargamel,
2023-09-25,4.0,Niemczech,
2023-09-25,3.0,Igrzyska Olimpijskie,
2023-09-25,2.0,Żądam,
2023-09-25,1.0,Nieoficjalnie,
2023-09-25,50.0,#famefridayarena2,
2023-09-25,49.0,Kanadzie,
2023-09-25,48.0,#KopertaKaczynskiego,
2023-09-25,47.0,SS Galizien,
2023-09-25,46.0,#mjakmiłość,
2023-09-25,45.0,#jazdababy,
2023-09-25,44.0,Stuu,
2023-09-25,43.0,Kanady,
2023-09-25,42.0,#PiStoKorupcja,
2023-09-25,41.0,Latarnik Wyborczy,
2023-09-25,40.0,Pani Dominiko,
2023-09-25,39.0,Waffen SS,
2023-09-25,38.0,Otwocku,
2023-09-25,37.0,Słowacją,
2023-09-25,36.0,Apache,
2023-09-25,35.0,Pani Ewa,
2023-09-25,34.0,Kraśniku,
2023-09-25,33.0,OBWE,
2023-09-25,32.0,Baku,
2023-09-25,31.0,Holland,
2023-09-25,30.0,W Brukseli,
2023-09-25,29.0,Ugandy,
2023-09-25,28.0,Zajączkowska,
2023-09-25,27.0,Trudeau,
2023-09-25,26.0,Paryża,
2023-09-25,25.0,Oscara,
2023-09-25,24.0,Cosic,
2023-09-25,23.0,Rosołek,
2023-09-25,22.0,brawo dziewczyny,
2023-09-25,21.0,Ugandzie,
2023-09-25,20.0,Budka,
2023-09-25,19.0,włoszki,
2023-09-25,18.0,brawo polki,
2023-09-25,17.0,IBCS,
2023-09-25,16.0,Dąbrowie Górniczej,
2023-09-25,15.0,Lockheed Martin,
2023-09-25,14.0,Niemcy,
2023-09-25,13.0,Zapach,
2023-09-25,12.0,Andersa,
2023-09-25,11.0,Żukowska,
2023-09-25,10.0,włoszek,
2023-09-25,9.0,Carlo,
2023-09-25,8.0,Alaba,
2023-09-25,7.0,sawicz,
2023-09-25,6.0,Nami,
2023-09-25,5.0,SS-mana,
2023-09-25,4.0,Hunka,
2023-09-25,3.0,tyszka,
2023-09-25,2.0,Morawiecki,
2023-09-25,1.0,Grodzkiego,
2023-09-25,50.0,#KopertaKaczynskiego,
2023-09-25,49.0,Kanadzie,
2023-09-25,48.0,SS Galizien,
2023-09-25,47.0,Otwocku,
2023-09-25,46.0,#jazdababy,
2023-09-25,45.0,Kanady,
2023-09-25,44.0,Stuu,
2023-09-25,43.0,#PiStoKorupcja,
2023-09-25,42.0,#AtletiRealMadrid,
2023-09-25,41.0,Słowacją,
2023-09-25,40.0,#WROLUB,
2023-09-25,39.0,Latarnik Wyborczy,
2023-09-25,38.0,Pani Dominiko,
2023-09-25,37.0,Waffen SS,
2023-09-25,36.0,Kraśniku,
2023-09-25,35.0,Apache,
2023-09-25,34.0,Pani Ewa,
2023-09-25,33.0,OBWE,
2023-09-25,32.0,Baku,
2023-09-25,31.0,Holland,
2023-09-25,30.0,Paryża,
2023-09-25,29.0,Ugandy,
2023-09-25,28.0,W Brukseli,
2023-09-25,27.0,Trudeau,
2023-09-25,26.0,Zajączkowska,
2023-09-25,25.0,Ugandzie,
2023-09-25,24.0,Oscara,
2023-09-25,23.0,Cosic,
2023-09-25,22.0,Budka,
2023-09-25,21.0,Rosołek,
2023-09-25,20.0,brawo dziewczyny,
2023-09-25,19.0,Lockheed Martin,
2023-09-25,18.0,włoszki,
2023-09-25,17.0,brawo polki,
2023-09-25,16.0,Dąbrowie Górniczej,
2023-09-25,15.0,Carlo,
2023-09-25,14.0,taia,
2023-09-25,13.0,Francja,
2023-09-25,12.0,Andersa,
2023-09-25,11.0,Zapach,
2023-09-25,10.0,włoszek,
2023-09-25,9.0,Włoszkami,
2023-09-25,8.0,Żukowska,
2023-09-25,7.0,Furina,
2023-09-25,6.0,Alaba,
2023-09-25,5.0,sawicz,
2023-09-25,4.0,Nami,
2023-09-25,3.0,SS-mana,
2023-09-25,2.0,Sparta,
2023-09-25,1.0,Igrzyska Olimpijskie,
2023-09-25,50.0,#KopertaKaczynskiego,
2023-09-25,49.0,Kanadzie,
2023-09-25,48.0,SS Galizien,
2023-09-25,47.0,#jazdababy,
2023-09-25,46.0,Otwocku,
2023-09-25,45.0,Kraśniku,
2023-09-25,44.0,Słowacją,
2023-09-25,43.0,Stuu,
2023-09-25,42.0,Pani Dominiko,
2023-09-25,41.0,Kanady,
2023-09-25,40.0,#WROLUB,
2023-09-25,39.0,#PiStoKorupcja,
2023-09-25,38.0,#AtletiRealMadrid,
2023-09-25,37.0,Apache,
2023-09-25,36.0,Latarnik Wyborczy,
2023-09-25,35.0,Waffen SS,
2023-09-25,34.0,OBWE,
2023-09-25,33.0,Baku,
2023-09-25,32.0,Pani Ewa,
2023-09-25,31.0,Cosic,
2023-09-25,30.0,Holland,
2023-09-25,29.0,Paryża,
2023-09-25,28.0,Trudeau,
2023-09-25,27.0,Brukseli,
2023-09-25,26.0,Żądam,
2023-09-25,25.0,Oscara,
2023-09-25,24.0,Zajączkowska,
2023-09-25,23.0,Ugandy,
2023-09-25,22.0,Ugandzie,
2023-09-25,21.0,Budka,
2023-09-25,20.0,Rosołek,
2023-09-25,19.0,Francja,
2023-09-25,18.0,brawo dziewczyny,
2023-09-25,17.0,Nami,
2023-09-25,16.0,włoszki,
2023-09-25,15.0,brawo polki,
2023-09-25,14.0,Dąbrowie Górniczej,
2023-09-25,13.0,Żukowska,
2023-09-25,12.0,Orban,
2023-09-25,11.0,Carlo,
2023-09-25,10.0,taia,
2023-09-25,9.0,Upadek,
2023-09-25,8.0,Pozamiatała,
2023-09-25,7.0,Zapach,
2023-09-25,6.0,Kowalski,
2023-09-25,5.0,włoszek,
2023-09-25,4.0,Włoszkami,
2023-09-25,3.0,Furina,
2023-09-25,2.0,Andersa,
2023-09-25,1.0,Alaba,
2023-09-25,50.0,Kanadzie,
2023-09-25,49.0,Otwocku,
2023-09-25,48.0,#KopertaKaczynskiego,
2023-09-25,47.0,#jazdababy,
2023-09-25,46.0,SS Galizien,
2023-09-25,45.0,#WROLUB,
2023-09-25,44.0,#PiStoKorupcja,
2023-09-25,43.0,#kpopnation,
2023-09-25,42.0,Stuu,
2023-09-25,41.0,Pani Dominiko,
2023-09-25,40.0,Kanady,
2023-09-25,39.0,Latarnik Wyborczy,
2023-09-25,38.0,Słowacją,
2023-09-25,37.0,Apache,
2023-09-25,36.0,Waffen SS,
2023-09-25,35.0,cosic,
2023-09-25,34.0,Oscara,
2023-09-25,33.0,W Brukseli,
2023-09-25,32.0,Pani Ewa,
2023-09-25,31.0,OBWE,
2023-09-25,30.0,Francja,
2023-09-25,29.0,Baku,
2023-09-25,28.0,Holland,
2023-09-25,27.0,Paryża,
2023-09-25,26.0,Nami,
2023-09-25,25.0,Kraśniku,
2023-09-25,24.0,Nieoficjalnie,
2023-09-25,23.0,Trudeau,
2023-09-25,22.0,Zajączkowska,
2023-09-25,21.0,Ugandy,
2023-09-25,20.0,"""Chłopi""",
2023-09-25,19.0,Ugandzie,
2023-09-25,18.0,Rosołek,
2023-09-25,17.0,brawo dziewczyny,
2023-09-25,16.0,Budka,
2023-09-25,15.0,Dąbrowie Górniczej,
2023-09-25,14.0,Włoszki,
2023-09-25,13.0,brawo polki,
2023-09-25,12.0,Żukowska,
2023-09-25,11.0,Carlo,
2023-09-25,10.0,taia,
2023-09-25,9.0,Kowalski,
2023-09-25,8.0,Pozamiatała,
2023-09-25,7.0,Zapach,
2023-09-25,6.0,Igrzyska Olimpijskie,
2023-09-25,5.0,włoszek,
2023-09-25,4.0,Włoszkami,
2023-09-25,3.0,ss-mana,
2023-09-25,2.0,Furina,
2023-09-25,1.0,Alaba,
2023-09-25,50.0,#jazdababy,
2023-09-25,49.0,#KopertaKaczynskiego,
2023-09-25,48.0,Kanadzie,
2023-09-25,47.0,SS Galizien,
2023-09-25,46.0,#WROLUB,
2023-09-25,45.0,#KPOPNATION,
2023-09-25,44.0,#PiStoKorupcja,
2023-09-25,43.0,Stuu,
2023-09-25,42.0,Oscara,
2023-09-25,41.0,Kanady,
2023-09-25,40.0,Pani Dominiko,
2023-09-25,39.0,W Brukseli,
2023-09-25,38.0,Latarnik Wyborczy,
2023-09-25,37.0,Waffen SS,
2023-09-25,36.0,Cosic,
2023-09-25,35.0,OBWE,
2023-09-25,34.0,Francja,
2023-09-25,33.0,Baku,
2023-09-25,32.0,Pani Ewa,
2023-09-25,31.0,Paryża,
2023-09-25,30.0,Holland,
2023-09-25,29.0,Trudeau,
2023-09-25,28.0,Zajączkowska,
2023-09-25,27.0,Ugandy,
2023-09-25,26.0,"""Chłopi""",
2023-09-25,25.0,Apache,
2023-09-25,24.0,Ugandzie,
2023-09-25,23.0,Rosołek,
2023-09-25,22.0,Budka,
2023-09-25,21.0,brawo dziewczyny,
2023-09-25,20.0,Włoszki,
2023-09-25,19.0,Dąbrowie Górniczej,
2023-09-25,18.0,brawo polki,
2023-09-25,17.0,Pani Marto,
2023-09-25,16.0,Carlo,
2023-09-25,15.0,Igrzyska Olimpijskie,
2023-09-25,14.0,Zapach,
2023-09-25,13.0,Żukowska,
2023-09-25,12.0,taia,
2023-09-25,11.0,Sparty,
2023-09-25,10.0,Pozamiatała,
2023-09-25,9.0,Włoszkami,
2023-09-25,8.0,Kowalskiego,
2023-09-25,7.0,KSZO,
2023-09-25,6.0,włoszek,
2023-09-25,5.0,SS-mana,
2023-09-25,4.0,Furina,
2023-09-25,3.0,Alaba,
2023-09-25,2.0,Sawicz,
2023-09-25,1.0,celhaka,
2023-09-25,50.0,#jazdababy,
2023-09-25,49.0,#KopertaKaczynskiego,
2023-09-25,48.0,Kanadzie,
2023-09-25,47.0,SS Galizien,
2023-09-25,46.0,#polita,
2023-09-25,45.0,#WROLUB,
2023-09-25,44.0,Oscara,
2023-09-25,43.0,#KPOPNATION,
2023-09-25,42.0,Kanady,
2023-09-25,41.0,Latarnik Wyborczy,
2023-09-25,40.0,Stuu,
2023-09-25,39.0,W Brukseli,
2023-09-25,38.0,Pani Dominiko,
2023-09-25,37.0,Waffen SS,
2023-09-25,36.0,Cosic,
2023-09-25,35.0,OBWE,
2023-09-25,34.0,Baku,
2023-09-25,33.0,Pani Ewa,
2023-09-25,32.0,Paryża,
2023-09-25,31.0,Francja,
2023-09-25,30.0,Holland,
2023-09-25,29.0,Trudeau,
2023-09-25,28.0,Zajączkowska,
2023-09-25,27.0,Rosołek,
2023-09-25,26.0,Ugandy,
2023-09-25,25.0,Ugandzie,
2023-09-25,24.0,Dąbrowie Górniczej,
2023-09-25,23.0,brawo dziewczyny,
2023-09-25,22.0,Kowalskiego,
2023-09-25,21.0,Włoszki,
2023-09-25,20.0,brawo polki,
2023-09-25,19.0,Budka,
2023-09-25,18.0,Carlo,
2023-09-25,17.0,Igrzyska Olimpijskie,
2023-09-25,16.0,Zapach,
2023-09-25,15.0,Marta Wcisło,
2023-09-25,14.0,Włoszkami,
2023-09-25,13.0,taia,
2023-09-25,12.0,sparty,
2023-09-25,11.0,Pozamiatała,
2023-09-25,10.0,KSZO,
2023-09-25,9.0,włoszek,
2023-09-25,8.0,Furina,
2023-09-25,7.0,Żukowska,
2023-09-25,6.0,Alaba,
2023-09-25,5.0,Sawicz,
2023-09-25,4.0,Chelsea,
2023-09-25,3.0,Andersa,
2023-09-25,2.0,ChatGPT,
2023-09-25,1.0,Strzałek,
2023-09-25,50.0,#jazdababy,
2023-09-25,49.0,#KopertaKaczynskiego,
2023-09-25,48.0,Kanadzie,
2023-09-25,47.0,SS Galizien,
2023-09-25,46.0,#polita,
2023-09-25,45.0,#KPOPNATION,
2023-09-25,44.0,#WROLUB,
2023-09-25,43.0,Kanady,
2023-09-25,42.0,Latarnik Wyborczy,
2023-09-25,41.0,Stuu,
2023-09-25,40.0,Waffen SS,
2023-09-25,39.0,OBWE,
2023-09-25,38.0,Baku,
2023-09-25,37.0,Pani Ewa,
2023-09-25,36.0,Pani Dominiko,
2023-09-25,35.0,Oscara,
2023-09-25,34.0,W Brukseli,
2023-09-25,33.0,Paryża,
2023-09-25,32.0,Holland,
2023-09-25,31.0,Trudeau,
2023-09-25,30.0,Zajączkowska,
2023-09-25,29.0,Rosołek,
2023-09-25,28.0,Kowalski,
2023-09-25,27.0,Dąbrowie Górniczej,
2023-09-25,26.0,ugandzie,
2023-09-25,25.0,Ugandy,
2023-09-25,24.0,brawo dziewczyny,
2023-09-25,23.0,Carlo,
2023-09-25,22.0,Włoszki,
2023-09-25,21.0,Francja,
2023-09-25,20.0,Sparta,
2023-09-25,19.0,brawo polki,
2023-09-25,18.0,KSZO,
2023-09-25,17.0,Igrzyska Olimpijskie,
2023-09-25,16.0,Włoszkami,
2023-09-25,15.0,Zapach,
2023-09-25,14.0,taia,
2023-09-25,13.0,SS-mana,
2023-09-25,12.0,Pozamiatała,
2023-09-25,11.0,Pani Marto,
2023-09-25,10.0,Budka,
2023-09-25,9.0,Furina,
2023-09-25,8.0,Sawicz,
2023-09-25,7.0,włoszek,
2023-09-25,6.0,Żukowska,
2023-09-25,5.0,Chelsea,
2023-09-25,4.0,Alaba,
2023-09-25,3.0,Szrot,
2023-09-25,2.0,rosołka,
2023-09-25,1.0,Strzałek,
2023-09-25,50.0,#jazdababy,
2023-09-25,49.0,#KopertaKaczynskiego,
2023-09-25,48.0,Kanadzie,
2023-09-25,47.0,#KPOPNATION,
2023-09-25,46.0,#WROLUB,
2023-09-25,45.0,SS Galizien,
2023-09-25,44.0,#polita,
2023-09-25,43.0,Kanady,
2023-09-25,42.0,Stuu,
2023-09-25,41.0,Baku,
2023-09-25,40.0,Waffen SS,
2023-09-25,39.0,Latarnik Wyborczy,
2023-09-25,38.0,OBWE,
2023-09-25,37.0,Paryża,
2023-09-25,36.0,Pani Ewa,
2023-09-25,35.0,Holland,
2023-09-25,34.0,Rosołek,
2023-09-25,33.0,Zajączkowska,
2023-09-25,32.0,Trudeau,
2023-09-25,31.0,Ugandzie,
2023-09-25,30.0,Igrzyska Olimpijskie,
2023-09-25,29.0,Dąbrowie Górniczej,
2023-09-25,28.0,Kowalski,
2023-09-25,27.0,brawo dziewczyny,
2023-09-25,26.0,Carlo,
2023-09-25,25.0,Włoszki,
2023-09-25,24.0,Sparta,
2023-09-25,23.0,brawo polki,
2023-09-25,22.0,Ugandy,
2023-09-25,21.0,Włoszkami,
2023-09-25,20.0,Pomaska,
2023-09-25,19.0,taia,
2023-09-25,18.0,Igor Strzałek,
2023-09-25,17.0,SS-mana,
2023-09-25,16.0,Zapach,
2023-09-25,15.0,Pozamiatała,
2023-09-25,14.0,Pani Marto,
2023-09-25,13.0,Sawicz,
2023-09-25,12.0,włoszek,
2023-09-25,11.0,Furina,
2023-09-25,10.0,Żukowska,
2023-09-25,9.0,Chelsea,
2023-09-25,8.0,Alaba,
2023-09-25,7.0,Szrot,
2023-09-25,6.0,Rodrygo,
2023-09-25,5.0,rosołka,
2023-09-25,4.0,Budka,
2023-09-25,3.0,Celhaka,
2023-09-25,2.0,Wszołka,
2023-09-25,1.0,Strzałka,
2023-09-25,50.0,#jazdababy,
2023-09-25,49.0,#WROLUB,
2023-09-25,48.0,#KPOPNATION,
2023-09-25,47.0,#KopertaKaczynskiego,
2023-09-25,46.0,Kanadzie,
2023-09-25,45.0,#polita,
2023-09-25,44.0,SS Galizien,
2023-09-25,43.0,Latarnik Wyborczy,
2023-09-25,42.0,Kanady,
2023-09-25,41.0,Stuu,
2023-09-25,40.0,Baku,
2023-09-25,39.0,Waffen SS,
2023-09-25,38.0,OBWE,
2023-09-25,37.0,Paryża,
2023-09-25,36.0,Pani Ewa,
2023-09-25,35.0,Holland,
2023-09-25,34.0,Rosołek,
2023-09-25,33.0,włoszkami,
2023-09-25,32.0,Furina,
2023-09-25,31.0,Zajączkowska,
2023-09-25,30.0,Włoszki,
2023-09-25,29.0,Trudeau,
2023-09-25,28.0,Dąbrowie Górniczej,
2023-09-25,27.0,Ugandzie,
2023-09-25,26.0,Igrzyska Olimpijskie,
2023-09-25,25.0,Carlo,
2023-09-25,24.0,brawo dziewczyny,
2023-09-25,23.0,Sparta,
2023-09-25,22.0,brawo polki,
2023-09-25,21.0,Ugandy,
2023-09-25,20.0,Pomaska,
2023-09-25,19.0,Pozamiatała,
2023-09-25,18.0,Wszołka,
2023-09-25,17.0,Taia,
2023-09-25,16.0,Igor Strzałek,
2023-09-25,15.0,SS-mana,
2023-09-25,14.0,Kowalski,
2023-09-25,13.0,Grodzkiego,
2023-09-25,12.0,Zapach,
2023-09-25,11.0,Chelsea,
2023-09-25,10.0,Sawicz,
2023-09-25,9.0,włoszek,
2023-09-25,8.0,Alaba,
2023-09-25,7.0,Żukowska,
2023-09-25,6.0,Rodrygo,
2023-09-25,5.0,Szrot,
2023-09-25,4.0,Budka,
2023-09-25,3.0,rosołka,
